经度,维度,,,,,0,0
118.4657683,31.38638267,0,60,道路,bd09,118.4539996201754,31.382086329047016
113.4838352,22.31627414,1,80,道路,bd09,113.4719730011835,22.313269584754813
,,,,,,0,0
121.6157673,39.0305685,1,80,道路,bd09,121.60419719736015,39.02402996069183
118.540749,24.85057428,1,80,地产小区,bd09,118.5297174221175,24.847419344307497
106.5423098,29.60076266,1,80,生活服务,bd09,106.53209771208284,29.597473488671955
111.4830053,40.76289402,0,80,工业园区,bd09,111.4697176194266,40.75512818253305
118.5959941,24.80615655,1,80,UNKNOWN,bd09,118.58507307138025,24.803165306966665
120.6452828,36.9464849,1,80,道路,bd09,120.63403586018283,36.94027991600878
121.9998756,37.44254205,1,80,道路,bd09,121.98844284794055,37.43600766253131
87.48070811,43.8198383,0,60,道路,bd09,87.47113598025939,43.81212094301212
120.8364746,27.87463582,1,80,道路,bd09,120.82604022553728,27.87163112489056
118.8024217,32.06465289,0,12,城市,bd09,118.7908147823915,32.06037418244446
120.9854443,32.06725662,1,80,道路,bd09,120.97460198922438,32.0631186707456
112.4336154,34.6719304,0,25,道路,bd09,112.42090022738279,34.66661183759374
114.8922014,25.90827452,0,30,UNKNOWN,bd09,114.88095528734529,25.905778431309585
121.9523472,41.2898997,0,30,村庄,bd09,121.94071853684295,41.28191669898114
120.4423719,31.5185025,1,80,道路,bd09,120.43117026402261,31.514537515873396
119.6766398,25.95326193,0,50,工业园区,bd09,119.66562322903354,25.95040822553338
112.6406166,26.82437443,0,50,工业园区,bd09,112.6288036966761,26.82221154255821
106.3230926,38.53887943,0,40,工业园区,bd09,106.3121820100143,38.532026045810525
116.5544699,35.49373064,0,16,区县,bd09,116.54264606297657,35.48803969455953
113.9499219,35.27193908,0,30,道路,bd09,113.93741284058467,35.26687591489381
100.2365193,25.59760491,0,14,区县,bd09,100.22890143345674,25.594625992161674
110.2783809,40.6782994,0,16,区县,bd09,110.26610689688695,40.67070673202117
117.3648944,32.95352912,1,80,UNKNOWN,bd09,117.35269746250569,32.948899183085466
111.3549706,30.74630006,0,25,道路,bd09,111.34269899082786,30.742327233656177
117.2474203,39.11255712,1,80,生活服务,bd09,117.23478135434223,39.105230264156994
121.7299844,29.95935558,0,75,政府机构,bd09,121.71917432635922,29.95605143000785
113.114051,22.43748984,0,80,政府机构,bd09,113.10204699905447,22.434494141487857
113.835476,34.54318791,0,40,UNKNOWN,bd09,113.82290984889136,34.53878670216922
120.2945728,36.37011947,1,80,道路,bd09,120.28293910846764,36.364206099262354
118.9904097,28.93726831,0,50,道路,bd09,118.97889305145806,28.93462859208634
119.8555815,28.40732992,0,50,工业园区,bd09,119.84458505071693,28.404733289568924
114.3788374,30.41627513,0,25,道路,bd09,114.36687616479303,30.412346991117747
113.8259162,22.67342661,1,80,地产小区,bd09,113.8143156917728,22.670698301980057
86.27784718,41.82694739,0,30,道路,bd09,86.26901309829438,41.819340918426086
93.49320221,42.8807611,0,20,乡镇,bd09,93.48509244496577,42.872876187103444
118.7991923,31.77231036,1,80,道路,bd09,118.78763629306331,31.7679935412609
116.5543961,39.72355736,0,30,村庄,bd09,116.5420895105386,39.71644228892956
116.6476997,40.12297727,1,80,道路,bd09,116.63543051305288,40.11553497644459
116.2739977,39.46231194,0,30,道路,bd09,116.26163278003952,39.454899002266544
116.8268614,36.81646349,0,40,道路,bd09,116.81461423435745,36.810545428004694
116.3634705,39.6771428,1,80,道路,bd09,116.35073892217203,39.6700247104125
117.0478769,39.21780749,0,40,道路,bd09,117.03501440749493,39.21085908430667
121.0162357,31.23010462,0,50,道路,bd09,121.00521838591828,31.226411634198865
121.0723518,31.31346052,0,50,道路,bd09,121.06134214182927,31.309026027068608
121.0723518,31.31346052,0,50,道路,bd09,121.06134214182927,31.309026027068608
119.9665557,30.05472297,0,14,区县,bd09,119.95542942013051,30.051477346999704
119.037775,31.81763395,0,30,道路,bd09,119.02601101393694,31.813199404567907
113.4621482,23.15615677,0,40,道路,bd09,113.45013929396404,23.153038351466538
113.9217841,22.96385938,0,60,UNKNOWN,bd09,113.91036089533027,22.96087895035909
113.5111306,23.13975971,1,80,工业园区,bd09,113.49940680051053,23.13621870898882
113.017801,23.20790601,1,80,道路,bd09,113.0059751076157,23.204500454164737
104.2575125,30.88442137,0,16,区县,bd09,104.24861566398722,30.88086764359033
114.5754758,30.71036509,0,40,工业园区,bd09,114.56389257051953,30.706963391237238
114.5754758,30.71036509,0,40,工业园区,bd09,114.56389257051953,30.706963391237238
123.5550251,41.74135266,0,50,工业园区,bd09,123.5426625504002,41.73356294121741
109.0722857,34.37349517,0,50,UNKNOWN,bd09,109.06072732325099,34.36847567629593
